Domain, voltage, current, inductance
0.0,10.0,5.55111512313e-17,0.02
0.0003,8.51371578652,0.148628421348,0.0004444
0.0006,0.109267985316,0.989073201468,0.0004444
0.0009,-0.0593207593859,1.00593207594,0.0004444
0.0012,0.0322047897557,0.996779521024,0.0004444
0.0015,-0.0174837357773,1.00174837358,0.0004444
0.0018,0.00949178737225,0.999050821263,0.0004444
0.0021,-0.00515301927847,1.00051530193,0.0004444
0.0024,0.00279753503138,0.999720246497,0.0004444
0.0027,0.000146134384934,0.999985386562,0.0004444
0.003,-7.93352477548e-05,1.00000793352,0.0004444
0.0033,4.307050349e-05,0.99999569295,0.0004444
0.0036,-2.33826492431e-05,1.00000233826,0.0004444
0.0039,1.2694262693e-05,0.999998730574,0.0004444
0.0042,-6.89161880851e-06,1.00000068916,0.0004444
0.0045,3.74140751225e-06,0.999999625859,0.0004444
0.0048,-2.03118172415e-06,1.00000020312,0.0004444
0.0051,1.10271313192e-06,0.999999889729,0.0004444
0.0054,-5.98654584572e-07,1.00000005987,0.0004444
0.0057,3.25005027335e-07,0.999999967499,0.0004444
0.006,-1.76442760846e-07,1.00000001764,0.0004444
0.0063,9.57894346065e-08,0.999999990421,0.0004444
0.0066,-5.20033562879e-08,1.0000000052,0.0004444
0.0069,2.82322272227e-08,0.999999997177,0.0004444
0.0072,-1.53270613978e-08,1.00000000153,0.0004444
0.0075,8.32094526615e-09,0.999999999168,0.0004444
0.0078,-4.51737758311e-09,1.00000000045,0.0004444
0.0081,2.4524497988e-09,0.999999999755,0.0004444
0.0084,-1.33141586645e-09,1.00000000013,0.0004444
0.0087,7.22816029253e-10,0.999999999928,0.0004444
0.009,-3.92411880767e-10,1.00000000004,0.0004444
0.0093,2.13037587571e-10,0.999999999979,0.0004444
0.0096,-1.15656373367e-10,1.00000000001,0.0004444
0.0099,6.27888852023e-11,0.999999999994,0.0004444